post_title,post_slug,post_status,post_type,post_category,post_content,post_address,city,region,zip,country,post_latitude,post_longitude,geodir_contact_phone,geodir_email,geodir_website,geodir_practice_name,street,geodir_license_type,geodir_license_number,geodir_license_state,geodir_license_verified,geodir_specializations,geodir_insurance_accepted,geodir_sliding_scale,geodir_price_range_min,geodir_price_range_max,geodir_session_length,geodir_telehealth,geodir_telehealth_platform,geodir_accepting_new_patients,geodir_wait_time,geodir_languages,geodir_therapy_approaches,geodir_age_groups_served,geodir_gender,geodir_years_experience,geodir_education,geodir_profile_image_url,geodir_google_rating,geodir_google_review_count,geodir_last_verified_date,geodir_data_source,geodir_enrichment_status
Shirke Aneil M MD,shirke-aneil-m-md-new-york-ny,publish,gd_place,Therapist,"Shirke Aneil M MD (MD/Psychiatrist) in New York, NY.","31 Washington Square W #2R2, New York, Ny 10011",New York,NY,10011,US,40.7319112,-73.9990833,(212) 505-5983,,,,31 Washington Square W #2R2,MD/Psychiatrist,,NY,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
PsychForward CBT,psychforward-cbt-baltimore-md,publish,gd_place,Therapist,"PsychForward CBT (PhD) in Baltimore, MD. Specializes in ADHD, Anxiety, Autism Spectrum, Depression, OCD. Accepts Kaiser Permanente, Out-of-Network. Telehealth available.","1014 W 36Th St #205, Baltimore, MD 21211",Baltimore,MD,21211,US,39.3312137,-76.6335847,(410) 941-8172,,http://www.psychforwardcbt.com,,1014 W 36th St #205,PhD,,MD,,"ADHD, Anxiety, Autism Spectrum, Depression, OCD, PTSD/Trauma, Stress Management","Kaiser Permanente, Out-of-Network",Unknown,215.0,215.0,,Yes - Video,,Unknown,,,CBT,,,,MD 21211 | 410-941-8172 | jschettino@psychforwardcbt.com,,5.0,30,2026-02-18,outscraper,enriched_full
Clement Carolyn S MD,clement-carolyn-s-md-new-york-ny,publish,gd_place,Therapist,"Clement Carolyn S MD (PhD) in New York, NY.","185 West End Ave, New York, Ny 10023",New York,NY,10023,US,40.7774436,-73.98676259999999,(212) 595-6135,,,,185 West End Ave,PhD,,NY,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
"Dr. Lilliana Aponte-Yap, MD",dr-lilliana-aponte-yap-md-new-york-ny,publish,gd_place,Therapist,"Dr. Lilliana Aponte-Yap, MD (MD/Psychiatrist) in New York, NY. Specializes in Child/Adolescent, Depression, Family. Accepts Anthem, BlueCross BlueShield, Molina Healthcare. Currently accepting new patients.","1 5Th Avenue, New York, Ny 10029, New York, Ny 10003",New York,NY,10003,US,40.7320325,-73.9962309,(212) 241-6500,,http://www.mountsinai.org,,"1 5th Avenue, New York, NY 10029",MD/Psychiatrist,,NY,,"Child/Adolescent, Depression, Family","Anthem, BlueCross BlueShield, Molina Healthcare",Unknown,,,,Unknown,,Yes,,English,ACT,,,,"al, and clinical progress; * [icahn school of medicine at mount sinai](https://icahn.mssm.edu/); ](https://icahn.mssm.edu/education/medical)",,5.0,1,2026-02-18,outscraper,enriched_full
"Jeanette E Cueva, M.D.",jeanette-e-cueva-md-new-york-ny,publish,gd_place,Therapist,"Jeanette E Cueva, M.D. (MD/Psychiatrist) in New York, NY. Specializes in ADHD, Addiction, Anxiety, Bipolar Disorder, Child/Adolescent.","40 Park Ave, New York, Ny 10016",New York,NY,10016,US,40.7487384,-73.9807927,(212) 685-5373,,http://drcueva.com/about_dr_cueva.html,,40 Park Ave,MD/Psychiatrist,,NY,,"ADHD, Addiction, Anxiety, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Family, PTSD/Trauma",,Unknown,,,,Unknown,,Unknown,,"English, Spanish",Psychodynamic,,,,"from new york medical college and her bachelor of science degree (with a major in biology and a minor in philosophy) from fordham university. dr. cueva completed her residencies in general psychiatry; . in addition, dr. cueva completed a two-year training in psychoanalytic psychotherapy at the columbia university center for psychoanalytic training and research; her Doctor of Medicine degree from New York Medical College and her Bachelor of Science degree (with a major in biology and a minor in philosophy) fro",,,0,2026-02-18,outscraper,enriched_basic
Chesapeake Mental Health Collaborative,chesapeake-mental-health-collaborative-towson-md,publish,gd_place,Therapist,"Chesapeake Mental Health Collaborative (PhD) in Towson, MD. Specializes in ADHD, Addiction, Anger Management, Anxiety, Child/Adolescent. Accepts Kaiser Permanente, Out-of-Network. Currently accepting new patients.","1010 Dulaney Valley Rd, Towson, MD 21204",Towson,MD,21204,US,39.4103344,-76.6009876,(410) 567-1117,,http://www.cmhcweb.com,,1010 Dulaney Valley Rd,PhD,,MD,,"ADHD, Addiction, Anger Management, Anxiety, Child/Adolescent, Depression, Family, Grief, LGBTQ+, Life Transitions, PTSD/Trauma, Stress Management","Kaiser Permanente, Out-of-Network",Unknown,180.0,180.0,,Unknown,,Yes,,,"Art Therapy, CBT, DBT, Mindfulness-Based",,,,", empower your team to respond effectively to mental health challenges and create a truly supportive environment; in social work from the university of maryland, baltimore and brings over seven years of clinical experience in community and outpatient mental health settings. she offers warm, collaborative, and aff; her master’s degree in social work from the University of Maryland, Baltimore and brings over seven years of clinical experience in community and outp",,4.6,9,2026-02-18,outscraper,enriched_full
Sanjay Patel MD,sanjay-patel-md-new-york-ny,publish,gd_place,Therapist,"Sanjay Patel MD (MD/Psychiatrist) in New York, NY. Specializes in ADHD, Anxiety, Child/Adolescent, Depression, OCD.","277 Broadway Suite 806, New York, Ny 10007",New York,NY,10007,US,40.7144408,-74.0064908,(917) 426-5108,,http://sanjaypatelmd.com,,277 Broadway Suite 806,MD/Psychiatrist,,NY,,"ADHD, Anxiety, Child/Adolescent, Depression, OCD, PTSD/Trauma, Stress Management",,Unknown,,,,Unknown,,Unknown,,,"CBT, Mindfulness-Based",,,,,,,0,2026-02-18,outscraper,enriched_basic
"Dr. Aron C Janssen, M.D.",dr-aron-c-janssen-md-new-york-ny,publish,gd_place,Therapist,"Dr. Aron C Janssen, M.D. (MD/Psychiatrist) in New York, NY.","1 Park Ave, New York, Ny 10016",New York,NY,10016,US,40.7458702,-73.98154989999999,(646) 754-4885,,,,1 Park Ave,MD/Psychiatrist,,NY,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
Shervin P. Ravan MD,shervin-p-ravan-md-new-york-ny,publish,gd_place,Therapist,"Shervin P. Ravan MD (MD/Psychiatrist) in New York, NY.","26 W 9Th St, New York, Ny 10011",New York,NY,10011,US,40.7334225,-73.9974974,(347) 470-7010,,http://www.greeneclinic.com/shervin-ravan,,26 W 9th St,MD/Psychiatrist,,NY,,,,Unknown,,,,Unknown,,Unknown,,,,,,,](https://www.greeneclinic.com/training),,,0,2026-02-18,outscraper,enriched_basic
Michaell Amanda MD,michaell-amanda-md-new-york-ny,publish,gd_place,Therapist,"Michaell Amanda MD (PhD) in New York, NY.","280 Madison Ave, New York, Ny 10016",New York,NY,10016,US,40.7514214,-73.9805145,(212) 481-2957,,,,280 Madison Ave,PhD,,NY,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
"Benito Manuel, MD",benito-manuel-md-brooklyn-ny,publish,gd_place,Therapist,"Benito Manuel, MD (MD/Psychiatrist) in Brooklyn, NY. Specializes in Anger Management, Child/Adolescent, Family, Grief. Telehealth available.","1413 Fulton St, Brooklyn, Ny 11216",Brooklyn,NY,11216,US,40.6803071,-73.9444779,(718) 636-4500,,http://www.bsfhc.org,,1413 Fulton St,MD/Psychiatrist,,NY,,"Anger Management, Child/Adolescent, Family, Grief",,Yes,,,,Yes - Video,,Unknown,,ASL,,,,,,,,0,2026-02-18,outscraper,enriched_basic
Shervin Shadianloo MD,shervin-shadianloo-md-new-york-ny,publish,gd_place,Therapist,"Shervin Shadianloo MD (MD/Psychiatrist) in New York, NY. Specializes in Child/Adolescent, Eating Disorders, LGBTQ+.","1123 Broadway # 1117, New York, Ny 10010",New York,NY,10010,US,40.7433338,-73.98938679999999,(212) 253-0030,,http://www.shadianloomd.com,,1123 Broadway # 1117,MD/Psychiatrist,,NY,,"Child/Adolescent, Eating Disorders, LGBTQ+",,Unknown,,,,Unknown,,Unknown,,,Psychodynamic,,,,"fellowship in Child and Adolescent Psychiatry at Hofstra Northwell School of Medicine. He is the Medical Director of [BALANCE Eating Disorder](https:/; ms.
  * [![facebook](https://static.wixstatic.com/media/0fdef751204647a3bbd7eaa2827ed4f9.png/v1/fill/w_20; M.D. 
Shervin Shadianloo",,5.0,4,2026-02-18,outscraper,enriched_basic
"Kristina L. Ivy, MD",kristina-l-ivy-md-brooklyn-ny,publish,gd_place,Therapist,"Kristina L. Ivy, MD (MD/Psychiatrist) in Brooklyn, NY. Specializes in Addiction, Child/Adolescent, Family, Life Transitions, Perinatal/Postpartum. Accepts Self-Pay Only. Telehealth available.","592 Rockaway Ave, Brooklyn, Ny 11212",Brooklyn,NY,11212,US,40.665344,-73.90992419999999,(718) 345-5000,,http://bmsfhc.org,,592 Rockaway Ave,MD/Psychiatrist,,NY,,"Addiction, Child/Adolescent, Family, Life Transitions, Perinatal/Postpartum",Self-Pay Only,Yes,,,,Yes - Video,,Unknown,,,ACT,,,,", exercise, community, and workforce programs to achieve greater good; disease management education; and screenings",,,0,2026-02-18,outscraper,enriched_full
Preter Maurice MD Psychiatry - Neuropsychiatry - Neurology,preter-maurice-md-psychiatry-neuropsychiatry-neurology-new-york-ny,publish,gd_place,Therapist,"Preter Maurice MD Psychiatry - Neuropsychiatry - Neurology (MD/Psychiatrist) in New York, NY. Specializes in Anxiety, Bipolar Disorder, Couples/Marriage, Depression, Family. Accepts Kaiser Permanente.","Doctor'S, 242 E 72Nd St Office 1A, New York, Ny 10021",New York,NY,10021,US,40.7688759,-73.9590898,(212) 713-5336,,https://psychiatryneurology.net,,"Doctor's, 242 E 72nd St Office 1A",MD/Psychiatrist,,NY,,"Anxiety, Bipolar Disorder, Couples/Marriage, Depression, Family, Grief, Life Transitions, PTSD/Trauma, Stress Management",Kaiser Permanente,Unknown,,,,Unknown,,Unknown,,,Psychodynamic,,,,"](https://psychiatryneurology.net/bio); and board-certification in both psychiatry and neurology, as well as the personalized access and genuine attention that hospital-based academic and corporate departments won't provide. appointments ar; MD Psychiatry Neuropsychiatry Neurology](https://psychiatryneurology.net/wp-content/uploads/maurice-pre",,,0,2026-02-18,outscraper,enriched_full
Venarde David MD,venarde-david-md-new-york-ny,publish,gd_place,Therapist,"Venarde David MD (PhD) in New York, NY.","244 5Th Ave, New York, Ny 10001",New York,NY,10001,US,40.7446271,-73.9877157,(917) 848-6964,,,,244 5th Ave,PhD,,NY,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
Zelen Mindy MD,zelen-mindy-md-new-york-ny,publish,gd_place,Therapist,"Zelen Mindy MD (PhD) in New York, NY.","286 5Th Ave, New York, Ny 10001",New York,NY,10001,US,40.7462637,-73.9866009,(212) 358-9155,,,,286 5th Ave,PhD,,NY,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
"Alan Manevitz, MD",alan-manevitz-md-new-york-ny,publish,gd_place,Therapist,"Alan Manevitz, MD (MD/Psychiatrist) in New York, NY. Specializes in ADHD, Child/Adolescent, Chronic Illness, Couples/Marriage, Depression.","60 Sutton Pl S Suite 1Cn, New York, Ny 10022",New York,NY,10022,US,40.755348,-73.9627438,(212) 751-5072,,https://www.amanevitzmd.com,,60 Sutton Pl S Suite 1CN,MD/Psychiatrist,,NY,,"ADHD, Child/Adolescent, Chronic Illness, Couples/Marriage, Depression, Family, PTSD/Trauma, Stress Management",,Unknown,,,,Unknown,,Unknown,,,,,,,MS Therapy](https://amanevitzmd.com/neurostar-tms-therapy/); MS Therapy](https://amanevitzmd.com/brainsway-tms-therapy/); MS Compared with ECT](https://amanevitzmd.com/tms-ect/),,4.2,30,2026-02-18,outscraper,enriched_basic
Stang Arlene R MD,stang-arlene-r-md-new-york-ny,publish,gd_place,Therapist,"Stang Arlene R MD (PhD) in New York, NY.","64 E 94Th St Apt 1G, New York, Ny 10128",New York,NY,10128,US,40.7854218,-73.9544887,(212) 722-5558,,,,64 E 94th St Apt 1g,PhD,,NY,,,,,,,,,,,,,,,,,,,5.0,1,2026-02-18,outscraper,cleaned
Seth Malika,seth-malika-new-york-ny,publish,gd_place,Therapist,"Seth Malika (PhD) in New York, NY.","525 E 68Th St, New York, Ny 10065",New York,NY,10065,US,40.7643535,-73.9551627,(212) 746-1050,,,,525 E 68th St,PhD,,NY,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
"Maria Nicolaidis, MD",maria-nicolaidis-md-brooklyn-ny,publish,gd_place,Therapist,"Maria Nicolaidis, MD (MD/Psychiatrist) in Brooklyn, NY.","1545 Atlantic Ave, Brooklyn, Ny 11213",Brooklyn,NY,11213,US,40.6782084,-73.9375268,(800) 376-5566,,,,1545 Atlantic Ave,MD/Psychiatrist,,NY,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
"Ankur Saraiya, MD",ankur-saraiya-md-new-york-ny,publish,gd_place,Therapist,"Ankur Saraiya, MD (MD/Psychiatrist) in New York, NY. Specializes in ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder. Telehealth available.","280 Madison Ave, New York, Ny 10016",New York,NY,10016,US,40.7514577,-73.980451,(212) 721-6823,,http://www.drsaraiya.com,,280 Madison Ave,MD/Psychiatrist,,NY,,"ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder, Couples/Marriage, Depression, Life Transitions, OCD, Self-Harm, Sleep Issues",,Unknown,,,,Yes - Video,,Unknown,,,,,,,"ms.
### [Holistic Psychiatrist](https://www.drsaraiya.com); ms.
OCD (Obsessive-Compulsive Disorder); ms or at least identifying them early",,4.5,8,2026-02-18,outscraper,enriched_basic
"Edward S. Penzer, MD",edward-s-penzer-md-new-york-ny,publish,gd_place,Therapist,"Edward S. Penzer, MD (MD/Psychiatrist) in New York, NY.","240 Central Park S, New York, Ny 10019",New York,NY,10019,US,40.7674329,-73.9811434,(212) 537-6670,,,,240 Central Park S,MD/Psychiatrist,,NY,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
"Dr. Gita Vaid, MD",dr-gita-vaid-md-new-york-ny,publish,gd_place,Therapist,"Dr. Gita Vaid, MD (MD/Psychiatrist) in New York, NY.","80 University Pl Fl 3H, New York, Ny 10003",New York,NY,10003,US,40.733522,-73.9934938,(212) 414-0005,,,,80 University Pl FL 3H,MD/Psychiatrist,,NY,,,,,,,,,,,,,,,,,,,3.0,4,2026-02-18,outscraper,cleaned
"Jeremy Colley, M.D.",jeremy-colley-md-new-york-ny,publish,gd_place,Therapist,"Jeremy Colley, M.D. (MD/Psychiatrist) in New York, NY. Specializes in ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder.","220 5Th Ave Fl 11, New York, Ny 10001",New York,NY,10001,US,40.7437218,-73.9884016,(917) 363-8978,,http://jeremycolleymd.net,,220 5th Ave Fl 11,MD/Psychiatrist,,NY,,"ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder, Child/Adolescent, Depression",,Unknown,,,,Unknown,,Unknown,,,,,,,"](http://jeremycolleymd.net/credentials.html); s from the ivy league. he concentrated in organic chemistry at [princeton university](http://www.princeton.edu/) in princeton, nj, graduating with honors. he attended medical school at [columbia unive; /physicians_surgeons), in new york, ny. he completed an internship in internal medicine and neurology at the new york university school of medicine. he remained at nyu for residency training in genera",,5.0,1,2026-02-18,outscraper,enriched_basic
"PsychCare Psychological Services, LLC",psychcare-psychological-services-llc-baltimore-md,publish,gd_place,Therapist,"PsychCare Psychological Services, LLC (PhD) in Baltimore, MD. Specializes in ADHD, Addiction, Anger Management, Anxiety, Autism Spectrum. Accepts Aetna, Cigna, Johns Hopkins EHP and 1 more. Telehealth available. Currently accepting new patients.","104 Church Ln #101, Baltimore, MD 21208",Baltimore,MD,21208,US,39.3744814,-76.72703249999999,(410) 343-9756,,https://www.psychcaremd.com,,104 Church Ln #101,PhD,,MD,,"ADHD, Addiction, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, Life Transitions, PTSD/Trauma, Stress Management","Aetna, Cigna, Johns Hopkins EHP, Medicare",Unknown,,,,Yes - Video,,Yes,,,"ACT, EFT, Gottman Method",,,,"al evaluations. our clinicians in baltimore, columbia, and silver spring md, brings decades of experience in specialized areas of treatment and assessment, such as couples counseling, anxiety and depr; and experience in the services they provide. additionally, psychcare offers several conveniences, such as night and weekend appointments and accepts many health insurance plans; to diagnose and treat emotional and behavioral issues such as, but not limited to:",,4.4,8,2026-02-18,outscraper,enriched_full
Metro Maryland Counseling Center,metro-maryland-counseling-center-ellicott-city-md,publish,gd_place,Therapist,"Metro Maryland Counseling Center (PhD) in Ellicott City, MD.","3300 N Ridge Rd #230, Ellicott City, MD 21043",Ellicott City,MD,21043,US,39.2800146,-76.8175924,(410) 750-3330,,http://metromarylandcounseling.com,,3300 N Ridge Rd #230,PhD,,MD,,,,,,,,,,,,,,,,,,,5.0,1,2026-02-18,outscraper,cleaned
Lutwak N MD,lutwak-n-md-new-york-ny,publish,gd_place,Therapist,"Lutwak N MD (PhD) in New York, NY.","New York, Ny 10003",New York,NY,10003,US,40.7322535,-73.9874105,(212) 995-0566,,,,,PhD,,NY,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
Doyle Leah MD,doyle-leah-md-new-york-ny,publish,gd_place,Therapist,"Doyle Leah MD (PhD) in New York, NY.","400 West End Ave, New York, Ny 10024",New York,NY,10024,US,40.7844419,-73.9806649,(212) 595-2909,,,,400 West End Ave,PhD,,NY,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
Millersville Psychological Services,millersville-psychological-services-millersville-md,publish,gd_place,Therapist,"Millersville Psychological Services in Millersville, MD.","1110 Benfield Blvd H, Millersville, MD 21108",Millersville,MD,21108,US,39.0950485,-76.6330693,(410) 987-3448,,https://millersvillepsychservices.com,,1110 Benfield Blvd H,,,MD,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,4.2,5,2026-02-18,outscraper,enriched_basic
"Joanne Festa, MD",joanne-festa-md-new-york-ny,publish,gd_place,Therapist,"Joanne Festa, MD (MD/Psychiatrist) in New York, NY. Specializes in Chronic Illness, PTSD/Trauma. Accepts Anthem, BlueCross BlueShield, Molina Healthcare and 1 more. Telehealth available.","425 W 59Th St Suite 6A, New York, Ny 10019",New York,NY,10019,US,40.770115,-73.9858998,(212) 523-8060,,https://www.mountsinai.org/profiles/joanne-festa%3Futm_source%3Dyext%26utm_medium%3Dphysician_listing%26utm_campaign%3Dyextmd%26y_source%3D1_OTE4ODUyNS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,,425 W 59th St Suite 6A,MD/Psychiatrist,,NY,,"Chronic Illness, PTSD/Trauma","Anthem, BlueCross BlueShield, Molina Healthcare, Out-of-Network",Unknown,,,,Yes - Video,,Unknown,,English,,,,,* [icahn school of medicine at mount sinai](https://icahn.mssm.edu/); ](https://icahn.mssm.edu/education/medical); ](https://icahn.mssm.edu/education/graduate),,2.0,2,2026-02-18,outscraper,enriched_full
Psychological Trauma Solutions,psychological-trauma-solutions-hyattsville-md,publish,gd_place,Therapist,"Psychological Trauma Solutions in Hyattsville, MD.","A B Keir Building, 3601 Hamilton St # 204, Hyattsville, MD 20782",Hyattsville,MD,20782,US,38.9540221,-76.9582002,(240) 764-5879,,,,"A B KEIR BUILDING, 3601 Hamilton St # 204",,,MD,,,,,,,,,,,,,,,,,,,5.0,1,2026-02-18,outscraper,cleaned
Crossroads Psychological Associates,crossroads-psychological-associates-columbia-md,publish,gd_place,Therapist,"Crossroads Psychological Associates in Columbia, MD. Specializes in ADHD, Addiction, Anxiety, Autism Spectrum, Bipolar Disorder. Telehealth available. Currently accepting new patients.","10784 Hickory Ridge Rd, Columbia, MD 21044",Columbia,MD,21044,US,39.2113784,-76.8858104,(410) 964-0425,,http://www.crossroadspsych.net,,10784 Hickory Ridge Rd,,,MD,,"ADHD, Addiction, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, Grief, Life Transitions, OCD, PTSD/Trauma, Personality Disorders, Self-Harm, Stress Management",,Unknown,,,,Yes - Video,,Yes,,,,,,,"in helping others who are dealing with a variety of diagnosis and situations. some of these include:; ms
  * School Consultations; ms


[ Schedule an appointment ](https://www.crossroadspsych.net/contact)",,4.0,8,2026-02-18,outscraper,enriched_basic
HealWellMind,healwellmind-north-bethesda-md,publish,gd_place,Therapist,"HealWellMind (PhD) in North Bethesda, MD. Specializes in ADHD, Addiction, Anxiety, Autism Spectrum, Bipolar Disorder. Accepts Anthem, BlueCross BlueShield, CareFirst and 2 more. Telehealth available.","6209 Executive Blvd, North Bethesda, MD 20852",North Bethesda,MD,20852,US,39.0498383,-77.1252549,(301) 883-9800,,https://www.healwellmind.com,,6209 Executive Blvd,PhD,,MD,,"ADHD, Addiction, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Depression, Grief, LGBTQ+, Life Transitions, OCD, PTSD/Trauma, Perinatal/Postpartum, Personality Disorders, Stress Management","Anthem, BlueCross BlueShield, CareFirst, Cigna, Self-Pay Only",Yes,150.0,350.0,,Yes - Video,,Unknown,,,"DBT, Mindfulness-Based",,,,"ms.
![Image by Faye Cornish](https://static.wixstatic.com/media/nsplsh_a5ce41d80cd849f8b05525bb4aed43bc~; ma. Her expertise also include ADD; ma that has been difficult to process on their own. They may be struggling with self-acceptance",,5.0,12,2026-02-18,outscraper,enriched_full
Cancelmo Joseph A MD,cancelmo-joseph-a-md-new-york-ny,publish,gd_place,Therapist,"Cancelmo Joseph A MD (PhD) in New York, NY.","243 West End Ave, New York, Ny 10023",New York,NY,10023,US,40.7793912,-73.9851706,(212) 724-7872,,,,243 West End Ave,PhD,,NY,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
University of Maryland Psychology Clinic,university-of-maryland-psychology-clinic-college-park-md,publish,gd_place,Therapist,"University of Maryland Psychology Clinic in College Park, MD. Specializes in Life Transitions.","University Of Maryland, Biology - Psychology Building, 2114, College Park, MD 20742",College Park,MD,20742,US,38.988822,-76.9426024,(301) 405-4808,,https://psyc.umd.edu/graduate/clin-psychology-clinic,,"University of Maryland, Biology - Psychology Building, 2114",,,MD,,Life Transitions,,Unknown,,,,Unknown,,Unknown,,ASL,,,,,? ](https://psyc.umd.edu/graduate/seeking-doctoral-degree); ? ](https://psyc.umd.edu/graduate/seeking-masters-degree); ?](https://psyc.umd.edu/graduate/seeking-doctoral-degree),,,0,2026-02-18,outscraper,enriched_basic
Edgewater Psychotherapy & Counseling,edgewater-psychotherapy-counseling-edgewater-md,publish,gd_place,Therapist,"Edgewater Psychotherapy & Counseling in Edgewater, MD. Specializes in ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder. Accepts Aetna, BlueCross BlueShield, CareFirst and 1 more. Telehealth available.","1444 Shore Dr, Edgewater, MD 21037",Edgewater,MD,21037,US,38.9297083,-76.5449622,(410) 970-4917,,http://www.edgewaterpsychotherapy.com,,1444 Shore Dr,,,MD,,"ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Family, Grief, Life Transitions, PTSD/Trauma, Personality Disorders, Sleep Issues, Stress Management","Aetna, BlueCross BlueShield, CareFirst, UnitedHealthcare",Unknown,,,,Yes - Video,Zoom,Unknown,,,Mindfulness-Based,,,,ms & Defiance](http://edgewaterpsychotherapy.com/?page_id=877); ms – we’ll reinterpret the constructs you’ve been operating from (perhaps years) because of trauma or o; ms persistently harder than a while ago,,5.0,1,2026-02-18,outscraper,enriched_full
Hillman Linda MD,hillman-linda-md-new-york-ny,publish,gd_place,Therapist,"Hillman Linda MD (PhD) in New York, NY.","420 West End Ave, New York, Ny 10024",New York,NY,10024,US,40.785065,-73.980222,(212) 787-1337,,,,420 West End Ave,PhD,,NY,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
"Michele Buchanan-Tyler, Counselor",michele-buchanan-tyler-counselor-crofton-md,publish,gd_place,Therapist,"Michele Buchanan-Tyler, Counselor (MD/Psychiatrist) in Crofton, MD. Specializes in ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder. Accepts Kaiser Permanente. Telehealth available. Currently accepting new patients.","1662 Village Green #100, Crofton, MD 21114",Crofton,MD,21114,US,39.0062633,-76.69782119999999,(443) 795-4300,,https://lifestance.com/provider/therapist/md/crofton/michele-buchanan-tyler/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dproviders,,1662 Village Green #100,MD/Psychiatrist,,MD,,"ADHD, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, OCD, PTSD/Trauma, Perinatal/Postpartum",Kaiser Permanente,Unknown,,,,Yes - Video,,Yes,,,"ACT, Motivational Interviewing, Solution-Focused",,,,"MS & More) ](https://lifestance.com/service-category/specialty-treatments/); MA 
  * Michigan; ma 
  * Oregon  ![Open](https://lifestance.com/wp-content/themes/lifestance-ws/dist/images/ico-plus_7357db",,5.0,2,2026-02-18,outscraper,enriched_full
Pasternak Sara MD,pasternak-sara-md-new-york-ny,publish,gd_place,Therapist,"Pasternak Sara MD (PhD) in New York, NY.","39 E 78Th St #502, New York, Ny 10075",New York,NY,10075,US,40.776108,-73.963139,(212) 249-5521,,,,39 E 78th St #502,PhD,,NY,,,,,,,,,,,,,,,,,,,5.0,1,2026-02-18,outscraper,cleaned
"Lorrie Ness, PhD",lorrie-ness-phd-silver-spring-md,publish,gd_place,Therapist,"Lorrie Ness, PhD (PhD) in Silver Spring, MD. Specializes in ADHD, Child/Adolescent, Stress Management.","8737 Colesville Rd Suite #801, Silver Spring, MD 20910",Silver Spring,MD,20910,US,38.9987367,-77.02577409999999,(301) 960-8262,,http://www.nesspsychologicalservices.com,,8737 Colesville Rd Suite #801,PhD,,MD,,"ADHD, Child/Adolescent, Stress Management",,Unknown,,,,Unknown,,Unknown,,,,,,,"al needs, guide treatment and identify interventions; about cognitive issues such as adhd, and learning differences are also provided",,4.3,6,2026-02-18,outscraper,enriched_basic
Hill Austin C MD,hill-austin-c-md-new-york-ny,publish,gd_place,Therapist,"Hill Austin C MD (PhD) in New York, NY.","30 W 60Th St # 1R, New York, Ny 10023",New York,NY,10023,US,40.7693324,-73.9840589,(212) 586-7329,,,,30 W 60th St # 1R,PhD,,NY,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
"Linda C. Tipton, PhD",linda-c-tipton-phd-silver-spring-md,publish,gd_place,Therapist,"Linda C. Tipton, PhD (PhD) in Silver Spring, MD.","8605 Cameron St #206 Apt 513, Silver Spring, MD 20910",Silver Spring,MD,20910,US,38.9977173,-77.02933929999999,(301) 602-4343,,,,8605 Cameron St #206 APT 513,PhD,,MD,,,,,,,,,,,,,,,,,,,5.0,1,2026-02-18,outscraper,cleaned
"Carolina Biernacki, MD",carolina-biernacki-md-new-york-ny,publish,gd_place,Therapist,"Carolina Biernacki, MD (MD/Psychiatrist) in New York, NY.","220 5Th Ave 11Th Floor, New York, Ny 10001",New York,NY,10001,US,40.7437207,-73.98845519999999,(917) 580-6611,,,,220 5th Ave 11th floor,MD/Psychiatrist,,NY,,,,,,,,,,,,,,,,,,,4.6,8,2026-02-18,outscraper,cleaned
