post_title,post_slug,post_status,post_type,post_category,post_content,post_address,city,region,zip,country,post_latitude,post_longitude,geodir_contact_phone,geodir_email,geodir_website,geodir_practice_name,street,geodir_license_type,geodir_license_number,geodir_license_state,geodir_license_verified,geodir_specializations,geodir_insurance_accepted,geodir_sliding_scale,geodir_price_range_min,geodir_price_range_max,geodir_session_length,geodir_telehealth,geodir_telehealth_platform,geodir_accepting_new_patients,geodir_wait_time,geodir_languages,geodir_therapy_approaches,geodir_age_groups_served,geodir_gender,geodir_years_experience,geodir_education,geodir_profile_image_url,geodir_google_rating,geodir_google_review_count,geodir_last_verified_date,geodir_data_source,geodir_enrichment_status
Loudoun Psychological Services,loudoun-psychological-services-leesburg-va,publish,gd_place,Therapist,"Loudoun Psychological Services (PhD) in Leesburg, VA. Specializes in ADHD, Addiction, Anger Management, Anxiety, Child/Adolescent. Accepts Out-of-Network. Telehealth available.","217 S King St, Leesburg, VA 20175",Leesburg,VA,20175,US,39.112727,-77.56598989999999,(703) 297-4368,,https://loudounpsychology.com,,217 S King St,PhD,,VA,,"ADHD, Addiction, Anger Management, Anxiety, Child/Adolescent, Depression, Life Transitions, PTSD/Trauma",Out-of-Network,Unknown,,,,Yes - Video,,No,,,,,,,into therapy as needed to speed improvements and enhance performance; ms utilizes MHIsystems as an online intake system with assessments and AI supportive technology; ma through counseling,,4.1,13,2026-02-18,outscraper,enriched_full
Compass Counseling and Consulting LLC,compass-counseling-and-consulting-llc-ranchester-wy,publish,gd_place,Therapist,"Compass Counseling and Consulting LLC in Ranchester, WY. Specializes in ADHD, Addiction, Anger Management, Anxiety, Autism Spectrum. Accepts Aetna, BlueCross BlueShield, Kaiser Permanente and 2 more. Telehealth available. Currently accepting new patients.","150 Gillette St, Ranchester, Wy 82839",Ranchester,WY,82839,US,44.9090042,-107.164259,(307) 209-4875,,http://compasscounselingtherapy.com,,150 Gillette St,,,WY,,"ADHD, Addiction, Anger Management, Anxiety, Autism Spectrum, Child/Adolescent, Couples/Marriage, Depression, Family, Grief, Life Transitions, PTSD/Trauma, Stress Management","Aetna, BlueCross BlueShield, Kaiser Permanente, Out-of-Network, UnitedHealthcare",Unknown,,,,Yes - Video,,Yes,,,"CBT, EMDR, Humanistic, Solution-Focused, Somatic",,,,"and real-world experience in both acute psychiatric and residential treatment settings. his approach is rooted in these evidence-based modalities, adapted with care to each client’s needs and goals. h; ma or painful memories?; ms. She is passionate about working with adults seeking meaningful growth and healing in their mental he",,5.0,5,2026-02-18,outscraper,enriched_full
"Commonwealth Clinical Services, LLP",commonwealth-clinical-services-llp-ashland-va,publish,gd_place,Therapist,"Commonwealth Clinical Services, LLP (PhD) in Ashland, VA.","201 N Washington Hwy Suite 301, Ashland, VA 23005",Ashland,VA,23005,US,37.7598433,-77.4705829,(804) 368-7786,,http://www.ccsllp.org,,201 N Washington Hwy suite 301,PhD,,VA,,,,,,,,,,,,,,,,,,,4.2,5,2026-02-18,outscraper,cleaned
"Louisa Psychological Consulting, PC",louisa-psychological-consulting-pc-louisa-va,publish,gd_place,Therapist,"Louisa Psychological Consulting, PC (PhD) in Louisa, VA. Specializes in ADHD, Anger Management, Anxiety, Autism Spectrum, Child/Adolescent. Accepts Out-of-Network. Telehealth available.","102 Elm Ave, Louisa, VA 23093",Louisa,VA,23093,US,38.0215555,-77.9999912,(540) 223-0837,,http://www.louisapsych.com,,102 Elm Ave,PhD,,VA,,"ADHD, Anger Management, Anxiety, Autism Spectrum, Child/Adolescent, Depression",Out-of-Network,Unknown,,,,Yes - Video,,Waitlist,,,,,,,"to assess for concerns such as anxiety, attention deficit/hyperactivity disorders, autism, behavioral concerns, depression, learning disorders and man; ms ](https://louisapsych.com/new-patient-forms); ms Click to read more about Helpful Forms!  read more ](https://louisapsych.com/new-patient-forms)",,3.3,7,2026-02-18,outscraper,enriched_full
Richmond Family Psychology,richmond-family-psychology-richmond-va,publish,gd_place,Therapist,"Richmond Family Psychology (PhD) in Richmond, VA. Specializes in ADHD, Anxiety, Autism Spectrum, Child/Adolescent, Depression. Accepts Kaiser Permanente.","5700 Old Richmond Ave Suite D-20, Richmond, VA 23226",Richmond,VA,23226,US,37.587596,-77.5048341,(804) 214-6416,,https://www.richmondfamilypsychology.com,,5700 Old Richmond Ave Suite D-20,PhD,,VA,,"ADHD, Anxiety, Autism Spectrum, Child/Adolescent, Depression, Family, Life Transitions, OCD, PTSD/Trauma",Kaiser Permanente,Unknown,,,,Unknown,,Unknown,,,"CBT, DBT, Humanistic",,,,PhD  ](https://www.richmondfamilypsychology.com/jennifer-cecilione-herbst-phd); PhD  ](https://www.richmondfamilypsychology.com/lauren-oddo-phd); PhD  ](https://www.richmondfamilypsychology.com/sarah-pittman-phd),,5.0,1,2026-02-18,outscraper,enriched_full
Insight Into Action Therapy,insight-into-action-therapy-fairfax-va,publish,gd_place,Therapist,"Insight Into Action Therapy (MD/Psychiatrist) in Fairfax, VA. Specializes in Addiction, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent. Telehealth available.","10474 Armstrong St #104, Fairfax, VA 22030",Fairfax,VA,22030,US,38.8417549,-77.3078629,(703) 646-7664,,http://insightactiontherapy.com,,10474 Armstrong St #104,MD/Psychiatrist,,VA,,"Addiction, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Family, OCD, PTSD/Trauma, Stress Management",,Unknown,,,,Yes - Video,,Unknown,,,,,,,ma  Reducing the lasting impact of past experiences  ](https://www.insightactiontherapy.com/trauma-thera,,5.0,1,2026-02-18,outscraper,enriched_basic
Professional Psychological Services,professional-psychological-services-reston-va,publish,gd_place,Therapist,"Professional Psychological Services in Reston, VA. Telehealth available.","1875 Campus Commons Dr Suite 225, Reston, VA 20191",Reston,VA,20191,US,38.942857,-77.333968,(703) 879-2482,,http://www.professionalpsych.com,,1875 Campus Commons Dr Suite 225,,,VA,,,,Unknown,,,,Yes - Video,,Unknown,,"English, French, Spanish",,,,,,,4.7,12,2026-02-18,outscraper,enriched_basic
"Insight Psychological Services, Pllc",insight-psychological-services-pllc-king-george-va,publish,gd_place,Therapist,"Insight Psychological Services, Pllc in King George, VA. Specializes in Addiction, Anger Management, Anxiety, Couples/Marriage, Depression. Accepts Medicaid. Telehealth available.","10244 Kings Hwy, King George, VA 22485",King George,VA,22485,US,38.2618263,-77.1693501,(540) 658-0888,,https://www.ipsstafford.com,,10244 Kings Hwy,,,VA,,"Addiction, Anger Management, Anxiety, Couples/Marriage, Depression, PTSD/Trauma",Medicaid,Unknown,,,,Yes - Video,,Unknown,,,,,,,ms ](https://www.ipsstafford.com/helpful-forms); ba TherapySites](https://www.therapysites.com),,5.0,2,2026-02-18,outscraper,enriched_full
Columbia Mental Health Psychiatrists and Therapists - Fairfax,columbia-mental-health-psychiatrists-and-therapists-fairfax-fairfax-va,publish,gd_place,Therapist,"Columbia Mental Health Psychiatrists and Therapists - Fairfax (MD/Psychiatrist) in Fairfax, VA. Specializes in ADHD, Addiction, Anger Management, Anxiety, Autism Spectrum. Accepts Aetna, Anthem, BlueCross BlueShield and 8 more. Telehealth available.","10721 Main St Suite 2400, Fairfax, VA 22030",Fairfax,VA,22030,US,38.8489581,-77.3164681,(703) 270-0225,,https://www.columbiapsychiatry-dc.com/locations/fairfax-va,,10721 Main St Suite 2400,MD/Psychiatrist,,VA,,"ADHD, Addiction, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Chronic Illness, Depression, Eating Disorders, LGBTQ+, Life Transitions, OCD, PTSD/Trauma, Perinatal/Postpartum, Sleep Issues","Aetna, Anthem, BlueCross BlueShield, CareFirst, Cigna, Horizon BCBS, Medicaid, Medicare, Out-of-Network, Tricare, UnitedHealthcare",Unknown,,,,Yes - Video,,Unknown,,English,,,,,MS Therapy](https://www.columbiapsychiatry-dc.com/psychiatric-care/tms-therapy-program/); MSW ](https://www.columbiapsychiatry-dc.com/team/bianca-mcmanus-harris-msw/); MSW ](https://www.columbiapsychiatry-dc.com/team/faria-sharmeen-ma-msw/),,4.6,23,2026-02-18,outscraper,enriched_full
Sunstone Counseling,sunstone-counseling-falls-church-va,publish,gd_place,Therapist,"Sunstone Counseling in Falls Church, VA. Specializes in Anxiety, Child/Adolescent, Couples/Marriage, Family. Accepts Horizon BCBS. Telehealth available. Currently accepting new patients.","124D E Broad St, Falls Church, VA 22046",Falls Church,VA,22046,US,38.8814198,-77.1706466,(703) 534-5100,,https://www.sunstonecounselors.com/falls-church-va,,124D E Broad St,,,VA,,"Anxiety, Child/Adolescent, Couples/Marriage, Family",Horizon BCBS,Unknown,,,,Yes - Video,,Yes,,,"DBT, Mindfulness-Based, Play Therapy",,,,ms of Service](http://sunstonecounselors.com/falls-church-va) | Powered by [Insight Marketing Group](ht,,3.6,10,2026-02-18,outscraper,enriched_full
River City Psych,river-city-psych-richmond-va,publish,gd_place,Therapist,"River City Psych (PhD) in Richmond, VA.","513 Forest Ave Suite D, Richmond, VA 23229",Richmond,VA,23229,US,37.583814,-77.553784,(804) 300-3421,,https://www.rivercitypsych.org,,513 Forest Ave Suite D,PhD,,VA,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,1,2026-02-18,outscraper,enriched_basic
Healing Journey Psychiatry PLLC,healing-journey-psychiatry-pllc-eureka-mt,publish,gd_place,Therapist,"Healing Journey Psychiatry PLLC (MD/Psychiatrist) in Eureka, MT. Specializes in ADHD, Addiction, Anxiety, Autism Spectrum, Bipolar Disorder.","99 Mills Spring Rd Suite 6, Eureka, Mt 59917",Eureka,MT,59917,US,48.9062157,-115.0550651,(406) 407-4906,,http://www.healingjourneypsychiatry.com,,99 Mills Spring Rd Suite 6,MD/Psychiatrist,,MT,,"ADHD, Addiction, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Chronic Illness, Depression, Eating Disorders, Family, OCD, PTSD/Trauma, Stress Management",,Unknown,,,,Unknown,,Unknown,,,ACT,,,,,,5.0,1,2026-02-18,outscraper,enriched_basic
"Brave Life Counseling, PLLC",brave-life-counseling-pllc-lakeside-mt,publish,gd_place,Therapist,"Brave Life Counseling, PLLC in Lakeside, MT. Specializes in Addiction, Anger Management, Child/Adolescent, Chronic Illness, Couples/Marriage. Accepts Horizon BCBS. Telehealth available. Currently accepting new patients.","7235 US-93 Suite 4A, Lakeside, Mt 59922",Lakeside,MT,59922,US,48.0192554,-114.2243034,(309) 242-9021,,https://www.bravelifecounseling.com,,7235 US-93 suite 4A,,,MT,,"Addiction, Anger Management, Child/Adolescent, Chronic Illness, Couples/Marriage, Eating Disorders, PTSD/Trauma, Sleep Issues",Horizon BCBS,Unknown,,,,Yes - Video,,Yes,,,EMDR,,,,ma informed Counseling; ma reprocessing; ma Recovery,,,0,2026-02-18,outscraper,enriched_full
Sarah Mullowney,sarah-mullowney-anaconda-mt,publish,gd_place,Therapist,"Sarah Mullowney (MD/Psychiatrist) in Anaconda, MT. Specializes in Addiction, Family, Perinatal/Postpartum.","401 W Pennsylvania St, Anaconda, Mt 597111999",Anaconda,MT,59711,US,46.1328103,-112.9575492,(406) 563-8500,,https://communityhospitalofanaconda.org/providers/sarah-mullowney-m-d,,401 W Pennsylvania St,MD/Psychiatrist,,MT,,"Addiction, Family, Perinatal/Postpartum",,Unknown,,,,Unknown,,Unknown,,,,,,,"university of washington school of medicine: seattle, wa; bs chemistry/biochemistry; and community mental health",,5.0,1,2026-02-18,outscraper,enriched_basic
"Richmond Creative Counseling, LLC",richmond-creative-counseling-llc-richmond-va,publish,gd_place,Therapist,"Richmond Creative Counseling, LLC (MD/Psychiatrist) in Richmond, VA. Specializes in ADHD, Addiction, Anxiety, Child/Adolescent, Couples/Marriage. Accepts Aetna, Anthem, Cigna and 2 more. Telehealth available.","1900 Byrd Ave, Richmond, VA 23230",Richmond,VA,23230,US,37.5848113,-77.5009597,(804) 592-6311,,http://www.richmondcreativecounseling.com,,1900 Byrd Ave,MD/Psychiatrist,,VA,,"ADHD, Addiction, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, LGBTQ+, OCD, PTSD/Trauma, Perinatal/Postpartum","Aetna, Anthem, Cigna, Horizon BCBS, Medicaid",Unknown,,,,Yes - Video,,Unknown,,,"Art Therapy, DBT, Play Therapy",,,,"](https://www.richmondcreativecounseling.com/trainings-groups-workshops); [richmond creative counseling is an apt approved provider ( #15-410) providing professionals with training to learn more about play therapy, to fulfill the specific education requirements to become a; s-groups-workshops)",,4.2,53,2026-02-18,outscraper,enriched_full
Augusta Psychological Associates,augusta-psychological-associates-fishersville-va,publish,gd_place,Therapist,"Augusta Psychological Associates (PhD) in Fishersville, VA. Specializes in Couples/Marriage. Accepts Self-Pay Only. Telehealth available.","73 Wilson Blvd Suite 101, Fishersville, VA 22939",Fishersville,VA,22939,US,38.0892965,-78.9765712,(540) 949-4202,,http://www.augustapsychological.com,,73 Wilson Blvd suite 101,PhD,,VA,,Couples/Marriage,Self-Pay Only,Unknown,,,,Yes - Video,,Unknown,,,,,,,,,3.6,22,2026-02-18,outscraper,enriched_full
LifeStance Therapists & Psychiatrists Glen Allen,lifestance-therapists-psychiatrists-glen-allen-glen-allen-va,publish,gd_place,Therapist,"LifeStance Therapists & Psychiatrists Glen Allen (MD/Psychiatrist) in Glen Allen, VA. Specializes in ADHD, Addiction, Anger Management, Anxiety, Autism Spectrum. Accepts Kaiser Permanente. Telehealth available. Currently accepting new patients.","5213 Hickory Park Dr Suite A, Glen Allen, VA 23059",Glen Allen,VA,23059,US,37.6769282,-77.5887664,(804) 237-8030,,https://lifestance.com/location/glen-allen-va-5213-hickory-park-drive/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dlocations,,5213 Hickory Park Dr Suite A,MD/Psychiatrist,,VA,,"ADHD, Addiction, Anger Management, Anxiety, Autism Spectrum, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, OCD, PTSD/Trauma, Perinatal/Postpartum",Kaiser Permanente,Unknown,,,,Yes - Video,,Yes,,,"ACT, Motivational Interviewing, Solution-Focused",,,,"MS & More) ](https://lifestance.com/service-category/specialty-treatments/); ma Oregon Pennsylvania Rhode Island South Carolina Tennessee Texas Utah Virginia Washington Wisconsin; MA 
  * Michigan",,4.4,73,2026-02-18,outscraper,enriched_full
"Valerie Ramsay,",valerie-ramsay-red-lodge-mt,publish,gd_place,Therapist,"Valerie Ramsay, in Red Lodge, MT.","34 Gabrian Rd, Red Lodge, Mt 59068",Red Lodge,MT,59068,US,45.2155059,-109.2875075,(406) 672-8770,,http://livewellmt.com,,34 Gabrian Rd,,,MT,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,1,2026-02-18,outscraper,enriched_basic
"Work in Progress Counseling, PLLC",work-in-progress-counseling-pllc-white-sulphur-springs-mt,publish,gd_place,Therapist,"Work in Progress Counseling, PLLC in White Sulphur Springs, MT.","16 W Main St, White Sulphur Springs, Mt 59645",White Sulphur Springs,MT,59645,US,46.5479022,-110.9046523,(406) 547-3888,,http://wipmt.com,,16 W Main St,,,MT,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
Counseling Associates,counseling-associates-lewistown-mt,publish,gd_place,Therapist,"Counseling Associates in Lewistown, MT. Specializes in ADHD, Anger Management, Anxiety, Child/Adolescent, Couples/Marriage. Accepts Medicare, Self-Pay Only.","712 W Water St, Lewistown, Mt 59457",Lewistown,MT,59457,US,47.0608874,-109.4286637,(406) 535-5990,,http://www.counselingassociatesmt.com,,712 W Water St,,,MT,,"ADHD, Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Life Transitions, PTSD/Trauma, Personality Disorders, Stress Management","Medicare, Self-Pay Only",Unknown,,,,Unknown,,Unknown,,,"Art Therapy, CBT, DBT, EMDR, Mindfulness-Based, Narrative Therapy, Play Therapy, Somatic",,,,"ms.
# Happiness; ms
# within; ma
  * Anger Management",,3.7,3,2026-02-18,outscraper,enriched_full
"Angela Harris, LCSW PLLC",angela-harris-lcsw-pllc-bigfork-mt,publish,gd_place,Therapist,"Angela Harris, LCSW PLLC (LCSW) in Bigfork, MT. Specializes in Anxiety, Depression, Family, OCD.","7935 Montana Hwy 35 Suite 202, Bigfork, Mt 59911",Bigfork,MT,59911,US,48.0795998,-114.078411,(406) 540-5480,,http://www.angelaharrislcsw.com,,7935 Montana Hwy 35 Suite 202,LCSW,,MT,,"Anxiety, Depression, Family, OCD",,Unknown,,,,Unknown,,Unknown,,,,,,,"in psychology from san diego state university and a master’s degree in social work from the university of montana. she has advanced training in mental health, social-emotional development, community c; Bachelor’s Degree in Psychology from San Diego State University and a Master’s Degree in Social Work from the University of Montana. She has advanced; lot from Angela and always looks forward to his visit with her. She makes him feel comfortable and understood which to me is very important when looki",,,0,2026-02-18,outscraper,enriched_basic
Northern Virginia Clinical Psychologists,northern-virginia-clinical-psychologists-reston-va,publish,gd_place,Therapist,"Northern Virginia Clinical Psychologists (PhD) in Reston, VA.","1800 Michael Faraday Dr., Reston, VA 20190",Reston,VA,20190,US,38.9488024,-77.3336539,(703) 471-4123,,http://nv-cp.org/member/64,,1800 Michael Faraday Dr.,PhD,,VA,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,1,2026-02-18,outscraper,enriched_basic
Lisa Brubaker LCSW LLC,lisa-brubaker-lcsw-llc-ennis-mt,publish,gd_place,Therapist,"Lisa Brubaker LCSW LLC (LCSW) in Ennis, MT.","5 Sunrise Lp Suite G, Ennis, Mt 59729",Ennis,MT,59729,US,45.362126,-111.7323946,(406) 670-4546,,,,5 Sunrise Lp Suite G,LCSW,,MT,,,,,,,,,,,,,,,,,,,3.0,2,2026-02-18,outscraper,cleaned
Anderson Counseling Services,anderson-counseling-services-lynchburg-va,publish,gd_place,Therapist,"Anderson Counseling Services in Lynchburg, VA. Specializes in Addiction, Anger Management, Anxiety, Child/Adolescent, Couples/Marriage. Accepts Aetna, Anthem, Kaiser Permanente and 1 more. Telehealth available.","434 Graves Mill Rd Building 100, Suite 1, Lynchburg, VA 24502",Lynchburg,VA,24502,US,37.3740048,-79.21092709999999,(434) 239-2004,,http://andersoncounselingservices.com,,"434 Graves Mill Rd Building 100, Suite 1",,,VA,,"Addiction, Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Grief, PTSD/Trauma, Stress Management","Aetna, Anthem, Kaiser Permanente, Tricare",Unknown,,,,Yes - Video,,Unknown,,,,,,,"ma  ](https://www.andersoncounselingservices.com/anxiety-therapy-1-1); ma
Trauma impacts your feelings",,4.5,15,2026-02-18,outscraper,enriched_full
"Anaconda Counseling, Lorena Craig, LCPC, LAC",anaconda-counseling-lorena-craig-lcpc-lac-anaconda-mt,publish,gd_place,Therapist,"Anaconda Counseling, Lorena Craig, LCPC, LAC (LCPC) in Anaconda, MT.","118 E 7Th St #2H, Anaconda, Mt 59711",Anaconda,MT,59711,US,46.1243617,-112.9536028,(406) 563-7072,,,,118 E 7th St #2h,LCPC,,MT,,,,,,,,,,,,,,,,,,,3.0,2,2026-02-18,outscraper,cleaned
Wyndhurst Counseling & Wellness,wyndhurst-counseling-wellness-lynchburg-va,publish,gd_place,Therapist,"Wyndhurst Counseling & Wellness (PhD) in Lynchburg, VA. Specializes in ADHD, Addiction, Anxiety, Child/Adolescent, Chronic Illness. Telehealth available. Currently accepting new patients.","371 Oakdale Cir, Lynchburg, VA 24502",Lynchburg,VA,24502,US,37.3423639,-79.2350055,(434) 237-2655,,http://wyndhurstcounselingcenter.com,,371 Oakdale Cir,PhD,,VA,,"ADHD, Addiction, Anxiety, Child/Adolescent, Chronic Illness, Couples/Marriage, Depression, Family, Grief, LGBTQ+, Life Transitions, PTSD/Trauma, Stress Management",,Unknown,,,,Yes - Video,,Yes,,,"DBT, EMDR, Gottman Method",,,,ms are related to:,,4.0,47,2026-02-18,outscraper,enriched_basic
Plain Talk Counseling,plain-talk-counseling-browning-mt,publish,gd_place,Therapist,"Plain Talk Counseling in Browning, MT. Specializes in Anger Management, Anxiety, Child/Adolescent, Depression, Family. Accepts Out-of-Network. Telehealth available.","38 Bad Eyes Rd, Browning, Mt 59417",Browning,MT,59417,US,48.575597,-112.8771936,(406) 845-8241,,http://www.plaintalkcounseling.com,,38 Bad Eyes Rd,,,MT,,"Anger Management, Anxiety, Child/Adolescent, Depression, Family, Grief, PTSD/Trauma, Stress Management",Out-of-Network,Unknown,,,,Yes - Video,,Unknown,,,CBT,,,,"from the university of montana-western in dillon, montana. shannon completed his master’s of clinical mental health counseling degree from the university of providence in great falls, montana; department of the university of montana western; bachelor of arts in legal studies from the University of Providence in Great Falls, Montana, a bachelor’s of arts in philosophy from Mount Angel Semin",,,0,2026-02-18,outscraper,enriched_full
Westhampton Family Psychologists,westhampton-family-psychologists-richmond-va,publish,gd_place,Therapist,"Westhampton Family Psychologists (PhD) in Richmond, VA. Specializes in ADHD, Anxiety, Autism Spectrum, Child/Adolescent, Couples/Marriage. Telehealth available.","1503 Santa Rosa Rd Rm 105, Richmond, VA 23229",Richmond,VA,23229,US,37.6014774,-77.5477884,(804) 673-0100,,http://www.wfphelp.com,,1503 Santa Rosa Rd Rm 105,PhD,,VA,,"ADHD, Anxiety, Autism Spectrum, Child/Adolescent, Couples/Marriage, Depression, Family, Grief, Life Transitions, PTSD/Trauma, Stress Management",,Unknown,,,,Yes - Video,Zoom,Unknown,,,Psychodynamic,,,,"al testing center](https://wfphelp.com/services/shanan-raines-psychological-and-educational-testing-center/); al consultations](https://wfphelp.com/services/educational-consultations/); al testing center, the largest testing center in central virginia, is dedicated to bettering patient outcomes at home, school, and social life. read more »",,2.9,17,2026-02-18,outscraper,enriched_basic
Piedmont Psychological Services,piedmont-psychological-services-farmville-va,publish,gd_place,Therapist,"Piedmont Psychological Services in Farmville, VA.","309 Beech St, Farmville, VA 23901",Farmville,VA,23901,US,37.3025679,-78.3959237,(434) 315-8813,,,,309 Beech St,,,VA,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
Quest Psychological and Counseling Services,quest-psychological-and-counseling-services-virginia-beach-va,publish,gd_place,Therapist,"Quest Psychological and Counseling Services (PhD) in Virginia Beach, VA. Specializes in ADHD, Addiction, Child/Adolescent, Couples/Marriage, Family.","Executive Center, 1604 Hilltop West Shopping Center #305, Virginia Beach, VA 23451",Virginia Beach,VA,23451,US,36.8530343,-76.0211903,(757) 828-5927,,https://www.questpsych.org,,"Executive Center, 1604 Hilltop West Shopping Center #305",PhD,,VA,,"ADHD, Addiction, Child/Adolescent, Couples/Marriage, Family, PTSD/Trauma, Personality Disorders",,Unknown,,,,Unknown,,Unknown,,,"ACT, Psychodynamic",,,,"al testing for “outside the box” learners, such as twice exceptional kiddos and children with adhd and learning disabilities; ma 
![Personality Psychologist](https://images.squarespace-cdn.com/content/v1/53b0ddebe4b01260143c8381/6; ma Therapy Near Me](https://images.squarespace-cdn.com/content/v1/53b0ddebe4b01260143c8381/de1741b9-888",,3.7,19,2026-02-18,outscraper,enriched_basic
Family Institute Of Virginia,family-institute-of-virginia-richmond-va,publish,gd_place,Therapist,"Family Institute Of Virginia in Richmond, VA. Specializes in Family, Stress Management.","2910 Monument Ave, Richmond, VA 23221",Richmond,VA,23221,US,37.5623332,-77.47361099999999,(804) 355-6876,,http://www.familyinstituteofvirginia.com,,2910 Monument Ave,,,VA,,"Family, Stress Management",,Unknown,,,,Unknown,,Unknown,,,,,,,"](https://www.familyinstituteofvirginia.com/training); to clients in richmond, virginia and from around the country. we also conduct specialized research in both the practice and theory of how best to respond to individuals and families in distress. the i; ms.
# FAMILY INSTITUTE OF VIRGINIA",,4.6,0,2026-02-18,outscraper,enriched_basic
"Kelland Psychological Services, LLC",kelland-psychological-services-llc-lexington-va,publish,gd_place,Therapist,"Kelland Psychological Services, LLC (PhD) in Lexington, VA. Specializes in ADHD, Addiction, Anger Management, Anxiety, Child/Adolescent. Accepts Aetna, Anthem, Cigna and 2 more. Telehealth available.","30 Crossing Ln Suite 201, Lexington, VA 24450",Lexington,VA,24450,US,37.7961451,-79.42509179999999,(540) 817-4375,,http://drchadkelland.com,,30 Crossing Ln Suite 201,PhD,,VA,,"ADHD, Addiction, Anger Management, Anxiety, Child/Adolescent, Chronic Illness, Couples/Marriage, Depression, Family, LGBTQ+, Life Transitions, PTSD/Trauma, Personality Disorders","Aetna, Anthem, Cigna, Self-Pay Only, UnitedHealthcare",Yes,80.0,175.0,,Yes - Video,"Zoom, SimplePractice",Unknown,,,"CBT, Humanistic, IFS, Mindfulness-Based, Psychodynamic",,,,"in stephen finn's theories of therapeutic assessment to enhance and complete psychological evaluations. dr. kelland provides testing and assessments for adhd & executive functioning, personality, cogn; his APA-accredited internship at the Counseling and Psychological Services at UC Riverside and his APPIC-accredited fellowship/residency at Community; M.A. Dr. Kelland holds a doctorate in clinical psychology",,4.2,5,2026-02-18,outscraper,enriched_full
Gallatin Psychotherapy Inc.,gallatin-psychotherapy-inc-bozeman-mt,publish,gd_place,Therapist,"Gallatin Psychotherapy Inc. (MD/Psychiatrist) in Bozeman, MT.","1902 W Dickerson St # 208, Bozeman, Mt 59718",Bozeman,MT,59718,US,45.6730545,-111.0630513,(406) 582-0500,,,,1902 W Dickerson St # 208,MD/Psychiatrist,,MT,,,,,,,,,,,,,,,,,,,5.0,1,2026-02-18,outscraper,cleaned
Family Guidance Centers,family-guidance-centers-midlothian-va,publish,gd_place,Therapist,"Family Guidance Centers (PhD) in Midlothian, VA. Specializes in Addiction, Child/Adolescent, Couples/Marriage, Family, Stress Management. Telehealth available. Currently accepting new patients.","831 Grove Rd, Midlothian, VA 23114",Midlothian,VA,23114,US,37.5030442,-77.6148242,(804) 743-0960,,http://familyguidancecenters.com,,831 Grove Rd,PhD,,VA,,"Addiction, Child/Adolescent, Couples/Marriage, Family, Stress Management",,Unknown,,,,Yes - Video,,Yes,,,Play Therapy,,,,ms by the Chesterfield Community Mental Health Center; ms with Family Guidance Centers. I am very pleased.”_; ms of Use](https://familyguidancecenters.com/terms-of-use/),,4.6,27,2026-02-18,outscraper,enriched_basic
"Mind Over Matter Coaching & Counseling, LLC",mind-over-matter-coaching-counseling-llc-bigfork-mt,publish,gd_place,Therapist,"Mind Over Matter Coaching & Counseling, LLC in Bigfork, MT.","104 Crestview Dr Suite 104, Bigfork, Mt 59911",Bigfork,MT,59911,US,48.0684983,-114.0816306,(406) 393-8083,,https://www.facebook.com/mindovermatterbigfork,,104 Crestview Dr Suite 104,,,MT,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
"Nest Psychological Services Floyd, Virginia",nest-psychological-services-floyd-virginia-floyd-va,publish,gd_place,Therapist,"Nest Psychological Services Floyd, Virginia (PhD) in Floyd, VA.","302 S Locust St, Floyd, VA 24091",Floyd,VA,24091,US,36.9097727,-80.3198744,(540) 250-0582,,https://www.nestpsychological.com/%3Futm_source%3Dgoogle%26utm_medium%3Dwix_google_business_profile%26utm_campaign%3D16025799799311236545,,302 S Locust St,PhD,,VA,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,2,2026-02-18,outscraper,enriched_basic
